Author_name,Batch_name,Review_date,total_star_comment,all_stars,Title_comment,Placements,Infrastructure,Faculty,other,no_topic,,,
Mohammed Ismail,Mohammed Ismail | Online B.Com. in Corporate Accounting - Batch of 2021,Reviewed on 17 Nov 2022,4.2,4.2 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 4,Our college teaches students more than academics.,Placements: Almost 100% of placements were assured and offered by the college. The average salary package for B.com graduates was around 3 LPA–4 LPA. Top companies that visited our campus were 4 giants and 500 fortune companies. Internships and job opportunities were given to all students who had applied.,"Infrastructure: The infrastructure of a college played a vital role in the development of the college as students were focusing on labs, classrooms, etc. The college had a very good infrastructure, with advanced laboratories equipped with state-of-the-art equipment, etc.","Faculty: A growing number of students provided evidence that teachers' qualities were the primary school-related factor affecting students. Scholars were taught by effective teachers, while those who were assigned the least effective teachers produced average students.",Other: The events named Pulse and Forums organised in our college are good.,,,,
ABHIRAM IMMANENI,"ABHIRAM IMMANENI | B.Com. (Hons./ Hons. with Research) in International Finance and Accounting Integrated with Association of Chartered Certified Accountants, ACCA - UK - Batch of 2025",Reviewed on 21 Oct 2022,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 3\nValue for Money 5,"Good in placements and faculty, average when it comes to campus and infrastructure.","Placements: The students who applied for placements about 65% of them got placed in our college. The top companies that recruited in our college were - KPMG, Deloitte, DE Shaw, EY, Byju's, PhonePe The roles which were offered to Commerce students were Audit Assistants and also some Assisting in Finance.","Infrastructure: The classrooms are pretty nice and the college campus is too good from inside but the problem comes in where they have just a single building when it comes to campuses like jaynagar, lalbagh, vvpuram and else, But truly the classes are on top and yes they have a very nice library with lot of area and Wi-Fi is provided to students.","Faculty: Mostly all the teachers who are teaching in Jain University are Ph.D. holders or going to hold a Ph.D. in future, the faculty is nice but when it comes to clarification of doubts all the teachers aren't that supportive. It is relevant but not that good that it makes the student industry ready, the student will obviously need some practical training before he gets into the industry and so for that reason Jain University also provides internships to the students from the college itself. College semester exams are easy not much tough so there is a pass percentage of around 90-92 %.","Other: There are many educational and cultural groups present in the college. The college participates in many inter-college competitions, which provides an extraordinary exposure to co-curricular activities. The team members are very competitive. Both cultural and educational fests are organized for the overall development.",,,,
Tharun m,Tharun m | B.Com. (Honours / Honours with Research) Professional with Coaching in Chartered Accountant and Certified Program in General Management - Batch of 2022,Reviewed on 10 Oct 2022,4,4.0 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 3,I am dissatisfied with placements.,"Placements: More than 1000 companies come to hire students but in 2022, there were hardly 50 companies. Around 20 to 30 companies were good. There are very few students who got placed but many of them are struggling.",Infrastructure: Infrastructure is not good. College may look boring from the outside but it's fine from the inside. Canteen is fine. If you want to eat well you can go outside the college where you can find many fast foods.,Faculty: College provides many different types of specialisations and different courses certified by very good institutions. Exams are easy to clean with little effort. Around 70% of teachers are very professional in teaching.,"Other: The college conducts various events every year such as national level Fest, dance competition etc.",,,,
Ayush Saraf,"Ayush Saraf | B.Com.(Hons./ Hons. with Research) in Finance, Accounting, Audit and Taxation with KPMG Certified Accounting Professional (KCAP) - Batch of 2024",Reviewed on 4 Oct 2022,3.6,3.6 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 3,Our college environment is very good.,Placements: Around 70-90% of students are placed. There are different people having different marks based on different courses. The hardworking students score good marks in it. There are a lot of internships which is provided by this college.,"Infrastructure: The facilities in a hostel is average, and the food is not good. Rooms are decent and it is not spacious. There is no air-conditioner in the room, and they only have to use fans Students have to clean clothes on their own, and the food is not upto the mark.",Faculty: Faculty members are good in this college. Out of 5 semester 4 teachers are good. Most of the professors are helpful and they are always there to help anytime and would sacrifice their time. The semester exams depends on how teachers makes the paper.,"Other: The events and fests will happen more often, and you will have celebrities coming to the fest. The scholarship is provided for the sportspersons, and I don't think so that the sports and dance are strictly encouraged at Jain College.",,,,
Anonymous,Anonymous | B.Com. (Hons./ Hons. with Research) Business Analytics Integrated with Institute of Analytics (IOA - UK) - Batch of 2022,Reviewed on 2 Aug 2022,3.2,3.2 \nPlacements 2\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 2,Review about jain deemed to be university .,"Placements: The placements and internships in jain university are great. Average package offered for 2022 batch was 5.5 LPA. The placements faculty is amazing and they help you a lot for getting a placement in one of the top multinational companies Like EY, KPMG, Deloitte, etc.","Infrastructure: The infrastructure is amazing. It's a huge campus, the classrooms are really clean and they have air conditioning system in every classroom. It's a huge multi-storey building with lifts for everyone. They have a huge Two storey basement for students to park their vehicles.",Faculty: The teachers are amazing. They have a lot of knowledge about the subject they teach and help the students out a lot for the preparation of the exams. The semesters exams are not that difficult but also they are hard at times. The pass percentage is 45%.,"Other: The campus crowd seem to be amazing compared with other colleges. As it is located in the city, everything is nearby to go. Every student who scores more than 85% in academics gets the scholarship. The student council conducts various tests and activities. A lot of events are conducted by various forums every month in the college .",,,,
Aditya,"Aditya | B.Com. (Hons./ Hons. with Research) in International Finance and Accounting Integrated with Association of Chartered Certified Accountants, ACCA - UK - Batch of 2024",Reviewed on 1 Jul 2022,3,3.0 \nPlacements 3\nInfrastructure 3\nFaculty & Course Curriculum 3\nCrowd & Campus Life 3\nValue for Money 3,I am absolutely dissatisfied with the infrastructure at Kochi campus.,"Placements: Around 70% of the students got placed in many companies. The highest salary package that was offered to us was 21 LPA, and the lowest salary package was 3 LPA. Many companies, including the big four companies, were available with their placements. Students who had the best calibre got placed in our college.","Infrastructure: The infrastructure of our college was poor. Our classrooms were good, but everything else was poor. The college is located at Infopark Kochi. The whole building consists of 3 different institutions, among which Jain University is one. Our college did not even have a playground.","Faculty: The majority of the teachers in our college were well experienced. They were really helpful. They had a good relationship with the students. Our course curriculum was good, but a few irrelevant subjects were there in some semesters. The semester exams were good. There was a good pass percentage.","Other: Yearly, there are many events and fests conducted. It is better to participate in every cultural activity.",,,,
Mohammad shakeel,Mohammad shakeel | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2024,Reviewed on 16 Jun 2022,5,5.0 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 5,"I'm satisfied because of good placements, faculty and cultural fests.","Placements: The placement percentage is 70-80. E&Y, Morgan Stanley, Goldman Sachs, JP Morgan, Wipro, etc., are some of the top recruiting companies. We just got the mail for our internships a few days ago, so the process is yet to start.","Infrastructure: The infrastructure is not that good, but the network is pretty good. The library is huge and massive with all the books available. The canteen is really good with delicious food, and the staff are good. Jain gives a huge preference to sports and games.","Faculty: All the teachers are very helpful, qualified and knowledgeable. I would rate their teaching quality 8 out of 10. The course makes the students industry-ready. Semester exams depend on the teachers, as it's sometimes tough and sometimes easy. The pass percentage is 52%.",Other: The events here are given more importance as all the fests are celebrated with fun. There are clubs which give importance to all the different fields which provide us with exposure to go after our talent.,,,,
Akshay Das,Akshay Das | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2022,Reviewed on 10 Jun 2022,3.2,3.2 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 3\nCrowd & Campus Life 3\nValue for Money 3,Everything has its pros and cons so does our college.,"Placements: As I haven't graduated yet I can't disclose the average package and all that but our college offers pretty good placements in pretty good companies like Morgan Stanley, health care, and Amazon with a good package. In this course, you will get a job related to finance like a financial analyst.","Infrastructure: We have classrooms for our course with a projector on which we are taught everything. Classrooms aren't that great they are quite messy. We are allowed to use the library for referring extra books or if we are late to class and aren't allowed in then we can go and sit there. We can play many games like basketball, badminton, and table tennis. The canteen I well built and the food available there is very good.",Faculty: Some teachers are very helpful and make our studies easier but there are few teachers whose language isn't fluent at all and that makes it boring for us to sit in their class and listen to them. The semester exams are medium neither too easy nor too difficult.,"Other: The building in the name of the campus, and what they gave the picture on their site. If you see in the reality, it's not even 1% of the picture will match, the given picture is photoshopped and uploaded to their site. I will suggest not to take admission here, and I'm shocked how this university is in the top 10 best universities in Bangalore.",,,,
Nisha solanki,"Nisha solanki | B.Com. (Hons./ Hons. with Research) in International Finance and Accounting Integrated with Association of Chartered Certified Accountants, ACCA - UK - Batch of 2023",Reviewed on 5 Jun 2022,3.4,3.4 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 3\nValue for Money 3,I am so satisfied with the college but not with the campus of our branch.,"Placements: It is one of the reputed colleges in Bangalore, Karnataka having placements of more than 80-90%. Top companies are offering job opportunities even in pandemic situation. A maximum number of people will get selected in placements. We can do internships also side by side while studying.","Infrastructure: I am studying on the Jayanagar campus. Its infrastructure will be more like an IT building but other branch campus will be nice with green plants. In the library, mostly 6 to 8 staff members will be working all time. Wi-Fi can be used only by teachers. Though the hostel is costly, food provided there will be nice. But it's better to search for a good PG nearby for the one who wants to explore.","Faculty: Faculty members in our college are so friendly in nature and better qualified. The teaching will be good. In my course, our class timing is from 2 pm to 5 pm which is afternoon session. Timings will change for other departments. Sometimes, faculty members from the industrial side come for teaching.","Other: The college has a lot of extra curricular activities happening throughout the year. Various fests take place across all the disciplines throughout the year. They have several clubs like the commerce forum, cultural forum, sports club, theater club, etc. which conduct and coordinate activities. They cover management, dance, music, arts, etc.",,,,
PRACHI BOKADIA,"PRACHI BOKADIA | B.Com. (Hons./ Hons. with Research) in International Finance and Accounting Integrated with Association of Chartered Certified Accountants, ACCA - UK - Batch of 2024",Reviewed on 5 Jun 2022,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 3\nValue for Money 5,It is an overview of Jain University and life here.,"Placements: The placement percentage is up to 75%. The maximum and minimum salary packages offered are 7 LPA and 12 LPA, respectively. The top recruiters are big four MNCs like Deloitte, KPMG, etc. More than 50 other MNCs also recruit here. The college also provides many opportunities for internships with many recognised companies. The main roles are auditor and accountant.",Infrastructure: The university provides excellent infrastructure and has a huge library as well. Each class has a projector and Wi-Fi for a better understanding of students. The majority of sports are played and encouraged.,Faculty: Faculty members here are great. They are knowledgeable. The course is relevant and has global credibility and is recognised in many countries as well as the corporate world. The semester exams can be cleared if prepared well and the pass percentage is more than 80%.,"Other: If you are looking forward to just having fun, this is the place you should be looking forward to. The college provides for ample opportunities provided you know to make most of it. I may crib a lot but there is no denying that being in a college like this, your life is at peace. You can make most of your time because of the college timings.",,,,
Kaviya,Kaviya | B.Com. (Honours / Honours with Research) Professional with Coaching in Chartered Accountant and Certified Program in General Management - Batch of 2024,Reviewed on 19 May 2022,4.2,4.2 \nPlacements 5\nInfrastructure 3\nFaculty & Course Curriculum 5\nCrowd & Campus Life 3\nValue for Money 5,Our college has good environment to excel in life.,"Placements: The top recruiting companies are Deloitte, KPMG, JP Morgan, and Morgan Stanley come to recruit freshers. This college also trains students for internships and helps them do better. Almost 90% of students get placed. The average salary package offered is 7 LPA, and there are 100% results.",Infrastructure: The campus is more like an MNC with every kind of technology available for the students making things easier. The canteen could have been big. The campus is fine but the playground is not available. All the facilities are good in this college.,Faculty: Teachers are well specialized and professional. They adopt new ways to teach students and make classes interesting. They go out of the box and give students additional knowledge and exposure to the outside world. The semester exams are not difficult. The information provided by them is appreciable.,"Other: The cost for a B.Com course was way too much. I'd suggest students explore other universities as well before choosing Jain College. Also, if you wish to do a professional course like CPA, Jain College does not provide the required number of credits due to the evaluation boards not accepting the syllabus. A master's course is a must.",,,,
Hars Chajjed,Hars Chajjed | B.Com. (Hons./Hons. with Research) in Corporate Accounting Integrated with Certified Management Accountant (US CMA) - Batch of 2023,Reviewed on 6 May 2022,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 3\nValue for Money 5,Good faculty but dissappointed with the management of the college.,"Placements: The number of students placed in our college was 95% this year. The companies which recruit in our college are KPMG, Infosys, Deloitte, Goldman Sachs, etc. The highest package was 24l and the lowest package was 7l. The top roles offered in our course are business analyst, financial analyst, etc.",Infrastructure: Jain has a huge library and also has a huge quadrangle for multipurpose activities. We also have a good hostel facility. There is only one canteen which is inside our college but we also get lunch boxes for hostel people or for those who haven't gotten their lunch.,Faculty: The faculty is really good in Jain. Really helped us during our semester exams. Very understanding. We also have a well-experienced teacher. Our semester exams were easier than expected but our module wise exams were hard because we had lost the practice of writing exams offline due to covid 19.,"Other: In total, this university is the best place where a student can have the best college life with exposure to all te activities along with studies. They conduct various awareness programmes to educate the students about the reality of the world. The students gain confidence in themselves by end of 3 years, provided they work towards it.",,,,
D Sanjana Suryava ...,D Sanjana Suryava ... | B.Com.(Hons./ Hons. with Research) in Investment Banking Integrated with Certified Management Accountant (US) and Chartered Financial Analyst (US) Investment Foundation - Batch of 2024,Reviewed on 15 Apr 2022,4.8,4.8 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 4,"Review of Jain Deemed-to-be University, Bangalore.","Placements: Placements are good in this college, it is as good as Christ and ST Joseph which are known to provide the best placements. But placements have just been affected during covid which is not just the case with Jain but with every college. The students are also given mentoring sessions where they are free to ask any queries related to placements or applying for jobs.","Infrastructure: The infrastructure is good, and the campus is big. The canteen serves great food. The location of this college is also near to the bus stop making it easier for travelling to the campus. The food provided by the hostel is also great, and students get to pick the food they want to eat for every meal.","Faculty: The college hours are lesser than in other colleges and the pressure is not much. The exam structure is not the best and might be pressured sometimes. Attendance also carries marks. Teachers are great, and they share more practical and real-life examples that help students understand the concept and its working in real life.",Other: Our college should improve our course.,,,,
Anusha Panda,Anusha Panda | B.Com.(Hons./ Hons. with Research) in Investment Banking Integrated with Certified Management Accountant (US) and Chartered Financial Analyst (US) Investment Foundation - Batch of 2024,Reviewed on 14 Apr 2022,3.4,3.4 \nPlacements 5\nInfrastructure 3\nFaculty & Course Curriculum 3\nCrowd & Campus Life 4\nValue for Money 2,I am satisfied with the good placements.,"Placements: Around 60% of students get placed. The salary packages offered could be like 3 LPA to 10 LPA. Some of the top recruiting companies are EY, PWC, KPMG, Deloitte, Accenture, etc. These companies do indulge in recruiting our course too. Around 70% of students are placed with highly reputed companies in the top roles like audit, financial analyst internal accountant, etc.","Infrastructure: The college has an outstanding infrastructure with well-equipped laboratories, libraries, sports centers, and hostels. The hostel is very hygienic and the food served is only vegetarian. There is no choice for non-vegetarians.","Faculty: Lecturers with hands-on activities, recognize student accomplishments and respond appropriately to their concerns. They draw connections between the course material and real-world applications. The course curriculum is relevant. The pass percentage is around 80%.",Other: I chose this course because I had an interest in it.,,,,
Anonymous,Anonymous | B.Com.(Hons./ Hons. with Research) in Investment Banking Integrated with Certified Management Accountant (US) and Chartered Financial Analyst (US) Investment Foundation - Batch of 2024,Reviewed on 14 Apr 2022,3.2,3.2 \nPlacements 3\nInfrastructure 5\nFaculty & Course Curriculum 3\nCrowd & Campus Life 3\nValue for Money 2,It provides good education but the fees should be reduced for UG.,"Placements: Around 80% of students are placed in our college. The highest salary package offered is 7 LPA, and the average salary pacakge offered is 3.5 LPA. Top recruiting companies are Morgan Stanley, Decathlon, etc. Around 25% of students get internships. The top roles offered are junior financial analyst, junior sales executive, etc.","Infrastructure: There are around 3 academic blocks, each consisting of state of an art library and Wi-Fi facilities. The books in the library are very practical and apt for the course. The hostel has around 200 dorms in which each dorm is allowed to have 2 students. The food in the mess is exceptionally good. Good campus placements and internship offers. Faculty members and council members are friendly. Good coaching and education system. Deloitte, international banking companies are offered to students at the time of internships. Many cultural activities, events are conducted. I did not join to the hostel so I do not know about hostel facilities.",Faculty: Teachers are highly qualified and they know in-depth about the industry because of their previous experience in the industry. The teaching quality is good. The course curriculum is revised and updated on par with the real world. Hence the students know what they are supposed to do in the industry.,Other: The faculty's way of teaching can be improved more and students' interaction are also very less. That also needs to be improved.,,,,
Anonymous,"Anonymous | Online B.Com. in International Finance and Accounting (Integrated with ACCA,UK) - Batch of 2022",Reviewed on 10 Apr 2022,3.8,3.8 \nPlacements 4\nInfrastructure 2\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 4,The college is extremely good and apt for B.Com.,"Placements: Almost 80% of the students got placed in our college. The highest salary package offered is 7 LPA, and the average salary package offered is 3.5 LPA. Top recruiting companies are Morgan Stanley, Decathlon, etc. Around 25% of the students got internships. Top roles offered are junior financial analyst, junior sales executive, etc.","Infrastructure: There are around 3 academic blocks, and each consists of a state-of-the-art library and Wi-Fi facilities. Books in the library are very practical and apt for the course. The hostel has around 200 dorms in which each dorm is allotted to 2 students. The food in the mess is exceptionally good.","Faculty: Teachers are highly qualified, and they have in-depth knowledge about the industry because of their previous experience in the industry. The teaching quality is very good. The course curriculum is revised and updated on par with the real world. Hence students know what they are supposed to do in the industry.",Other: There were a huge number of fests & there were a lot of clubs to choose from where we could develop our skills.,,,,
Jahnavi K S,Jahnavi K S | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2022,Reviewed on 19 Feb 2022,5,5.0 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 5,Our college has good infrastructure and facilities.,"Placements: Some of the top career options are offered in this course is Economist. Financial risk analyst and data analyst are the roles offered. Financial planner, accountant, economic researcher, financial consultant, and investment analyst are the roles offered.",Infrastructure: Hostels are very good. Wi-Fi facilities are provided. Hostel is 2 km away from the college. Hostel bus is available to pick and drop from and to college. The quality of food served is very good. It feels like home. Medical facilities are also good. Classrooms are pretty good.,"Faculty: Teachers here are helpful, qualified, and knowledgeable. They teach well and provide relevant information about the course. The semester exams are not too difficult. The college prepares students pretty well for interviews, etc. The pass percentage is usual that is 33%.","Other: I chose B.Com professional with CA, as I aspire to become a CA. A question may arise as to why B.Com when doing CA. The answer is very simple B.Com is a backup plan as not everyone who takes CA is successful in completing it. When a student pursues both CA and B.Com at the same time, the student requires a maximum amount of leniency from the college so that he can concentrate on his CA exams and classes Talking about extra-curricular activities, Jain University has a student council called SAMASHTI which has various fields such as commerce forum, photography, dance (all forms), music (all forms), debates, sports, etc. , it prepares students for college fests. Hence, the student gets enough outside exposure as well.",,,,
Bharathi,Bharathi | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2022,Reviewed on 6 Feb 2022,4,4.0 \nPlacements 5\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 3,It provides high placement opportunities in top MNCs.,"Placements: About 70% of students got placed in the previous academic year of 2021. The highest salary package offered is 21 LPA, and the lowest salary offered is Rs. 84,000 per annum. Around 20% of students got an internship in top MNCs like EY and KPMG. Roles like financial advisory, tax advisory, and many professional sector-related jobs are offered here.","Infrastructure: The infrastructure is of top class. Classrooms are air-conditioned and well maintained. It has Wi-Fi, online materials, etc. Hostels are well-maintained and strict. The food served is below average. The laundry services are bad in hostels, but the uniform is of top quality.","Faculty: Teachers in our college are PhD holders. They make sure we understand topics well. They also give additional classes if needed. The course makes you knowledgeable about the professional sector in the commerce field, like banking, auditing, and finance. Semester exams are pretty hard. The pass percentage is almost 95%.",Other: The reason why I chose this college is that They have a tie-up with yeshas Academy which offers to coach for CA. If your 1st priority is CA. Then this college is actually the best as the curriculum is very flexible. They hold the best fest in the festing circuit and they give an opportunity for external exposure when it comes to extracurricular activities.,,,,
Ishan Patni,Ishan Patni | B.Com. (Hons./ Hons. with Research) in Financial Technologies - Batch of 2023,Reviewed on 15 Jan 2022,3.8,3.8 \nPlacements 3\nInfrastructure 5\nFaculty & Course Curriculum 3\nCrowd & Campus Life 5\nValue for Money 3,I would prefer students for this campus as it is a good college.,"Placements: The recruitment process is good, and it provides stability to the students and flexibility. All the opportunities students will find have good reviews, and top companies recruitment takes place. I would also appreciate how easy they make for the students to get their recruitment.","Infrastructure: In this college, everything is good. The facilities are good, it has a canteen then a library and good infrastructure. The quality of food is good and reasonable. They have maintained the standard of the place. Students over there are well-versed with experience. I would like to be a part of it.",Faculty: The difficulty of exams are tough because they never only focus on book reading they try to enrich source knowledge. The teacher makes sure students understand the importance of the subject. They make things easier by showing demo and playing a practical role.,"Other: The college has a student council which conduct many fests throughout the year and students also participate infests. The campus has a good crowd. The college provides scholarships to good students. The college has a sports forum which conducts many games in college, and there is also a college cricket team.",,,,
Karthik Manikandan,Karthik Manikandan | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2022,Reviewed on 4 Jan 2022,4.4,4.4 \nPlacements 4\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 4,College is very good but fees is high!,Placements: Around 60-70% students from all departments are placed every year. Average of 2.5 lakh lpa package is offered to the students every year. 50-60% students are offered internships by mnc's and corporate companies to students with respective departments B.Com is one of the major course opted by students.,"Infrastructure: College provide all necessary facilities which needs to be given to students by college such as library, hostel, canteen, labs etc. Infrastructure and facilities are of great level. College also organizes sports and culture programs yearly acute medical facilities are also available.","Faculty: Teachers are well qualified and very helpful and of great nature also ready to help students. As college is autonomous it has its own rules for examination, which is very nice during test, teachers helps students at all aspects. It's easy to pass semester but for getting good marks you need to study hard.",Other: My one sibling is a pass out from Jain University; he has good experience and got a good job in a big MNC company so I chose this college for my MCA.,,,,
Yogeshkumar Jain,Yogeshkumar Jain | B.Com.(Honours / Honours with Research) with Certified Program in Entrepreneurship and Business Management - Batch of 2022,Reviewed on 7 Dec 2021,4.2,4.2 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 4,Immense teaching ways to make students understand.,"Placements: There were 18 students placed. The highest package was 12 lakh per annum, the lowest was 3 lakh per annum and the average was 6 lakh per annum. Top recruiting companies were Amazon, Accenture, bosch. Thirty per cent of the students got internships in Amazon and Accenture. The top roles were accountant.","Infrastructure: The classrooms are neat and tidy. Equipped with good ventilation and light. Labs are equipped with good quality instruments and with good facilities, even the lab technician is friendly to teach the unknowns. The library contains a wide range variety of books. The hostel facilities, quality of food in mess and canteen, medical facilities, sports and games were well-equipped with good quality and expert trainees","Faculty: The teachers are very much helpful, highly qualified and knowledgeable. The quality of teaching is extreme with a proper accent! Yes! The course curriculum is relevant and it makes students industry-ready. Semester exams are quite difficult making it easier for students in future. The pass percentage is 35%.",Other: Courses are efficiently analyzed by high-level professors and it is up to students whether they want to study or not.,,,,
Rishi deo prasad,Rishi deo prasad | B.Com. (Hons./Hons. with Research) in Corporate Accounting Integrated with Certified Management Accountant (US CMA) - Batch of 2023,Reviewed on 1 Sep 2021,3.8,3.8 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 3,I am satisfied just because of amazing placements.,"Placements: Placements in our college are the best. More than 95% of students from our batch get placed, and most of them got placed in decent companies. For placements, our college is the best. It even provides good internships in companies like JP Morgan, Morgan Stanley, top 4 companies, etc.","Infrastructure: Classrooms are pretty decent with not so comfortable benches, but it is manageable. Not all classrooms had suitable projector facilities. The library is one of the best I have seen in Bangalore, and there are no restrictions. The library has all books with friendly staff members to help out.","Faculty: Faculty members are not the best considering the fee, and it is one of the top colleges. One of my faculty members was a CA final student when I was in intermediate and became CA final student in few months. Literally, half the class had better knowledge than teachers. The course curriculum is below par, so many companies do not value our degree.",Other: I chose software engineering because I have an interest in this course. Fests are not that good.,,,,
Anonymous,Anonymous | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2019,Reviewed on 21 Aug 2021,4.4,4.4 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 4,It is one of the most amazing colleges in Bangalore.,"Placements: I think around 60% of the students and above were placed from this college. It is really an amazing course that I have been looking for. It provides top recruiting companies, and also it is one of the best courses found in Jain University. Companies which visit here are Accenture, Oracle, etc.","Infrastructure: The facilities and infrastructure provided here are amazing, and you can find Wi-Fi. You can find labs and classrooms with a sea view, so it is amazing. You can also have a library and also a canteen, so I think this is one of the best colleges.","Faculty: Teachers are well qualified, helpful and knowledgeable here. I think there are one of the amazing faculty members in Jain College. Their quality of teaching is amazing. They have the intention to educate students in a very easy and proper way. The semester exams are also very easy. The pass percentage is also not very high and is friendly to students.","Other: For entering into the teaching field, I chose the SEE course where you will come to learn a lot of skills by which you can make money. College course PPT slides can be improved. Infinity and Youth Fest and many more cultural fests happen every year; no scholarships are provided by the college but you will get a lot of extracurricular activities.",,,,
Anonymous,Anonymous | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2018,Reviewed on 12 Aug 2021,3.2,3.2 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 1\nCrowd & Campus Life 3\nValue for Money 3,It is an average college.,"Placements: A significant number of students got placed at the college. Top recruiting companies like top 4 companies, Morgan Stanley, Grant Thornton and Northern Trust visit our campus for placements. The college also provides placement training which seems to be quite effective to prepare yourself for the placements.","Infrastructure: Classrooms are spacious and well-ventilated. The college canteen is probably the worst part of the college infrastructure. Parking facility is under CCTV surveillance without any extra cost. The library is huge, and it is maintained systematically.",Faculty: Very few teachers in our college are passionate about providing quality education. The rest teachers just focus on finishing what is given in the course material. There is a high pressure on the teachers most of the time to finish the portions as soon as possible.,Other: Aerospace is a great course for those who are passionate about it and with all the industrial visits and learning provided by the college. The students are eligible and ready for the upcoming industry.,,,,
Rayeesa Zehra,Rayeesa Zehra | B.Com. (Honours / Honours with Research) with Certified program in Capital Markets - Batch of 2023,Reviewed on 6 Aug 2021,4.2,4.2 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 3\nCrowd & Campus Life 5\nValue for Money 3,"Review of Jain University, Bangalore.","Placements: Our college offers 100% placements in graduation courses, and in our batch, around 90-95% of the students got placed in elite companies. The average salary package offered by companies in our course was 4-5 LPA. Top recruiting companies were Deloitte, EY and IBM. Around 40-50% of the students got an internship in our course in companies like Reliance Retail, Basket Options, etc. Deloitte and EY offered the role of an associate analyst.","Infrastructure: Our batch resided in Jain College hostels, wherein the hostel provided us with unlimited Wi-Fi, canteen, medical facilities, sports and entertainment events, fests, trips and many other things. The college has availability of computer labs, library, canteen, college stationery shop and elite classrooms. Our college was of 9 floors and had a terrace view as well, where some events were also conducted.","Faculty: In my graduation years, our faculty members focused more on making us gain practical knowledge, and for that, a lot of management fests were conducted to make us ready for the professional courses. We were also provided with 15-days placement training to help us crack GD and interview rounds. The college also gave us a choice of 2 specialisations, i.e., major and minor between HR, marketing and finance.",Other: I chose this course because artificial intelligence and data engineering are the future. There are only a few events and fests at the college and the campus is a little bit crowded. Our college has many clubs in all categories.,,,,
Ramakanth Pai,Ramakanth Pai | B.Com. in Banking and Finance - Batch of 2021,Reviewed on 29 Jul 2020,3.2,3.2 \nPlacements 4\nInfrastructure 3\nFaculty & Course Curriculum 3\nCrowd & Campus Life 3\nValue for Money 3,It is a very good campus to acquire knowledge related to the modern business world.,"Placements: Jain University stands out with it's the best placement. Over 50+ corporates which include KMPG, E&Y, Wipro, IBM, HCL, Target, Mercedes Benz for their recruitment. Jain University assures 100% placement to its students. The CTC is also much higher. The maximum CTC offered is 23 Lacs PA (PG).","Infrastructure: Hostel facilities are good up to the mark with good and hygienic food, Wi-Fi facilities and 24/7 security. The campus is good and attractive which consists of smart classrooms and a big library located on the 2nd floor. The medical facilities, sports and games are very good at JU.","Faculty: The teachers in JU are well qualified with a minimum of 5 years of teaching experience. The facilities are there for your support both in academic and extracurricular activities or programs. The teaching methods are so engaging and interactive such as seminars, guest lectures etc.",Other: I chose this college because it provides exposure.,,,,
